Zone géographique,Entreprise,Sous-catégorie,ID commande,Nom du client,Région,Nom du produit,Mode d'expédition,Pays,Remise,Grand public,Taux de remise,Catégorie,ID produit,Date d'expédition,Quantité,Profit,ID,Vente,Date de commande,ID client,Ville,Entreprise individuelle
Sud,0,Art,ES-2011-4731879,Ganelon Fongemie,Catalogne,"BIC Surligneurs, Emballage en vrac",J+2,Espagne,0,1,TR1,Fournitures de bureau,FOU-AR-10003254,23-Dec-14,2,8.82,2497,38.4,21-Dec-14,GF-14845,Manresa,0
Sud,1,Tables,IT-2011-4913414,Eliott Bazinet,Campanie,"Barricks Table de réunion, Assemblé",J+2,Italie,0.5,0,TR2,Mobilier,MOB-TA-10003655,18-Dec-14,3,-327.105,4743,1362.825,13-Dec-14,EB-13765,Naples,0
Nord,1,Art,IT-2011-2660642,Natalie Gosselin,Stockholm,"Boston Taille-crayon, Emballage en vrac",J+2,Suède,0.5,0,TR2,Fournitures de bureau,FOU-AR-10004134,12-May-14,3,-32.49,5370,43.83,10-May-14,NG-18040,Stockholm,0
Centre,0,Enveloppes,ES-2011-2314308,Gaston Rochon,Rhénanie-du-Nord-Westphalie,"Jiffy Enveloppe à fermoir, Rouge",Prioritaire,Allemagne,0,1,TR1,Fournitures de bureau,FOU-EN-10001378,06-Dec-14,3,10.08,1532,36.18,03-Dec-14,GR-14995,Siegen,0
Centre,0,Classeurs,ES-2011-5004766,Pierre Pelletier,Nord-Pas-de-Calais-Picardie,"Acco Couverture de classeur, Recyclé",J+2,France,0,1,TR1,Fournitures de bureau,FOU-CL-10001059,16-Aug-14,2,8.16,6321,27.36,11-Aug-14,PP-19150,Lille,0
Centre,0,Fournitures,ES-2011-1770042,Burrell Cailot,Bade-Wurtemberg,"Stiletto Coupe-papier, Industriel",Tarif normal,Allemagne,0,0,TR1,Fournitures de bureau,FOU-FO-10004168,19-Sep-14,3,17.1,2818,90,15-Sep-14,BC-12070,Karlsruhe,1
Nord,1,Photocopieurs,IT-2011-3911927,Lancelot Petit,Angleterre,"HP Télécopieur et photocopieur, Numérique",Tarif normal,Royaume-Uni,0,0,TR1,Produits technologiques,PRO-PH-10004986,28-Dec-14,9,776.25,1935,1552.77,26-Dec-14,LP-16390,Blackpool,0
Centre,1,Étiquettes,ES-2011-2095931,Charlotte Benoit,Provence-Alpes-Côte d'Azur,"Avery Étiquettes arrondies, Blanc",J+2,France,0,0,TR1,Fournitures de bureau,FOU-ÉT-10003669,04-Sep-14,3,5.31,6066,21.42,01-Sep-14,CB-12610,Marseille,0
Sud,1,Classeurs,ES-2011-2627929,Frédérique Querry,Castille-et-León,"Ibico Couverture de classeur, Recyclé",Le même jour,Espagne,0,0,TR1,Fournitures de bureau,FOU-CL-10002676,07-Sep-14,2,10.32,1985,28.02,07-Sep-14,FQ-14635,Salamanque,0
Sud,1,Stockage,IT-2011-2506333,Denis Giguère,Piémont,"Rogers Rayonnage, Industriel",Tarif normal,Italie,0.4,0,TR2,Fournitures de bureau,FOU-ST-10001242,28-Aug-14,12,-75.168000000,1604,450.792,24-Aug-14,DG-13345,Turin,0
Nord,1,Bibliothèques,ES-2011-4272488,Adonia Camus,Angleterre,"Bush Bibliothèque, Noir",Tarif normal,Royaume-Uni,0,0,TR1,Mobilier,MOB-BI-10001432,14-Dec-14,7,340.83,6090,874.02,09-Dec-14,AC-10075,Nottingham,0
Centre,0,Machines,ES-2011-3592923,Hughes Primeau,Île-de-France,"Panasonic Téléphone, Durable",Tarif normal,France,0.15,0,TR1,Produits technologiques,PRO-MA-10000672,11-Oct-14,5,131.58,9685,361.08,04-Oct-14,HP-15760,Montreuil,1
Centre,1,Papier,ES-2011-3481511,Raoul Lanoie,Provence-Alpes-Côte d'Azur,"Xerox Ramette, Multicolore",Tarif normal,France,0,0,TR1,Fournitures de bureau,FOU-PA-10000633,07-Nov-14,3,18.27,8133,83.25,03-Nov-14,RL-19540,Allauch,0
Nord,1,Art,IT-2011-4968367,Raoul Lanoie,Angleterre,"Boston Toile, Métal",Tarif normal,Royaume-Uni,0.5,0,TR2,Fournitures de bureau,FOU-AR-10003411,22-Nov-14,3,-52.74,3179,82.35,17-Nov-14,RL-19540,Sheffield,0
Nord,0,Enveloppes,IT-2011-1802563,Amory Thibodeau,Angleterre,"Jiffy Enveloppes, Recyclé",J+2,Royaume-Uni,0.5,1,TR2,Fournitures de bureau,FOU-EN-10002330,09-Nov-14,7,-75.705,5674,125.895,04-Nov-14,AT-10645,Birmingham,0
Nord,0,Machines,ES-2011-1930667,Florent Deschênes,Angleterre,"StarTech Calculatrice, Durable",J+2,Royaume-Uni,0.1,0,TR1,Produits technologiques,PRO-MA-10001488,20-Aug-14,2,3.984,5057,72.144,18-Aug-14,FD-14410,Londres,1
Centre,0,Papier,ES-2011-2858219,Roger Givry,Bade-Wurtemberg,"Enermax Papier parchemin, Par paquet de 12",Tarif normal,Allemagne,0,0,TR1,Fournitures de bureau,FOU-PA-10002035,14-Jun-14,11,60.06,9869,214.83,09-Jun-14,RG-19810,Mannheim,1
Centre,0,Art,ES-2011-2272875,Didiane Leroux,Vienne,"Binney & Smith Taille-crayon, Métal",Prioritaire,Autriche,0,0,TR1,Fournitures de bureau,FOU-AR-10000531,28-Dec-14,2,6.12,5748,55.86,27-Dec-14,DL-13480,Vienne,1
Centre,0,Photocopieurs,IT-2011-5721470,Rosamonde Cartier,Nord-Pas-de-Calais-Picardie,"Canon Photocopieur, Numérique",Prioritaire,France,0.15,1,TR1,Produits technologiques,PRO-PH-10004067,10-Jun-14,3,-31.491,2404,667.539,09-Jun-14,RC-19915,Hautmont,0
Centre,1,Étiquettes,ES-2011-2009539,Yvon Joly,Provence-Alpes-Côte d'Azur,"Hon Étiquettes de dossier, Blanc",J+2,France,0,0,TR1,Fournitures de bureau,FOU-ÉT-10002399,01-Jan-15,8,8.16,4763,69.12,28-Dec-14,YJ-21895,Aix-en-Provence,0
Centre,0,Accessoires,ES-2011-3376060,Jeoffroi Clément,Provence-Alpes-Côte d'Azur,"Belkin Clé USB, Économique",Tarif normal,France,0,1,TR1,Produits technologiques,PRO-AC-10001086,16-Apr-14,7,108.57,3291,293.58,11-Apr-14,JC-16075,Marseille,0
Nord,1,Étiquettes,IT-2011-2725191,Romaine Chastain,Stockholm,"Harbour Creations Étiquettes d'expédition, Durable",Tarif normal,Suède,0.5,0,TR2,Fournitures de bureau,FOU-ÉT-10004015,05-Dec-14,9,-30.105,8916,53.325,29-Nov-14,RC-19855,Stockholm,0
Centre,0,Stockage,IT-2011-2600640,Reine Jalbert,Berlin,"Fellowes Chariot, Métal",Tarif normal,Allemagne,0.2,1,TR1,Fournitures de bureau,FOU-ST-10000153,27-Oct-14,5,6.720000000,7386,545.52,20-Oct-14,RJ-20065,Berlin,0
Sud,1,Stockage,IT-2011-5718509,Fleur Deschamps,Pouilles,"Rogers Rayonnage, Industriel",J+2,Italie,0.4,0,TR2,Fournitures de bureau,FOU-ST-10001242,30-Jul-14,12,-75.168000000,8948,450.792,27-Jul-14,FD-14485,Cerignola,0
Centre,1,Stockage,ES-2011-3136087,Mavise Gareau,Île-de-France,"Fellowes Chariot, Métal",Tarif normal,France,0.1,0,TR1,Fournitures de bureau,FOU-ST-10000153,20-Dec-14,6,89.892,8764,736.452,15-Dec-14,MG-17665,Marly-le-Roi,0
Centre,0,Stockage,IT-2011-4599620,Pierre-Paul Brunault,Gueldre,"Eldon Boîte, Métal",J+2,Pays-Bas,0.5,1,TR2,Fournitures de bureau,FOU-ST-10002134,15-May-14,4,-6.78,4489,18.66,11-May-14,PB-19105,Apeldoorn,0
Centre,1,Accessoires,ES-2011-1875818,Belinda Couture,Centre-Val de Loire,"Logitech Clé USB, Durable",Tarif normal,France,0,0,TR1,Produits technologiques,PRO-AC-10003352,10-Sep-14,5,46.05,9182,153.6,06-Sep-14,BC-11650,Dreux,0
Centre,0,Téléphones,ES-2011-5898391,Mavise Chatigny,Languedoc-Roussillon-Midi-Pyrénées,"Motorola Dispositif audio, Bleu",Prioritaire,France,0.15,0,TR1,Produits technologiques,PRO-TÉ-10003121,10-Dec-14,2,83.169,3388,294.729,09-Dec-14,MC-17650,Lunel,1
Centre,0,Bibliothèques,ES-2011-2736116,Clovis Davignon,Berlin,"Ikea Bibliothèque classique, Blanc",Tarif normal,Allemagne,0.2,0,TR1,Mobilier,MOB-BI-10001915,05-Jul-14,2,99.372,9052,662.832,28-Jun-14,CD-12940,Berlin,1
Centre,1,Classeurs,ES-2011-1460199,Romaine Chastain,Basse-Saxe,"Ibico Onglets, Clair",Tarif normal,Allemagne,0,0,TR1,Fournitures de bureau,FOU-CL-10003845,19-Jan-14,2,6.18,1704,16.74,12-Jan-14,RC-19855,Lohne,0
Centre,0,Art,ES-2011-5421072,Aristide Audet,Schleswig-Holstein,"Boston Surligneurs, Tailles assorties",J+2,Allemagne,0,1,TR1,Fournitures de bureau,FOU-AR-10001493,09-Aug-14,11,43.56,8460,242.55,04-Aug-14,AA-11065,Kiel,0
Nord,0,Étiquettes,IT-2011-1373680,Samuel Brisette,Hovedstaden,"Hon Étiquettes d'expédition, Blanc",Tarif normal,Danemark,0.5,0,TR2,Fournitures de bureau,FOU-ÉT-10000911,23-Jan-14,3,-7.515,7702,17.055,17-Jan-14,SB-20485,Copenhague,1
Centre,0,Meubles,ES-2011-3540258,Robert Lejeune,Île-de-France,"Deflect-O Plateau d'empilement, Multi-emballage",Tarif normal,France,0,1,TR1,Mobilier,MOB-ME-10002041,26-Oct-14,4,45.6,7268,101.4,22-Oct-14,RL-19720,Alfortville,0
Centre,0,Stockage,IT-2011-2536577,Alaïa Perrault,Languedoc-Roussillon-Midi-Pyrénées,"Rogers Boîte, Taille réelle",J+2,France,0.1,1,TR1,Fournitures de bureau,FOU-ST-10000592,29-Jan-14,5,2.4,9299,108,26-Jan-14,AP-10240,Montpellier,0
Centre,0,Art,ES-2011-5239101,Mélodie Veronneau,Bade-Wurtemberg,"BIC Stylos, Tailles assorties",Tarif normal,Allemagne,0,1,TR1,Fournitures de bureau,FOU-AR-10002298,30-Jul-14,1,7.14,826,17.46,26-Jul-14,MV-17695,Stuttgart,0
Centre,0,Art,ES-2011-3592923,Hughes Primeau,Île-de-France,"Sanford Surligneurs, Métal",Tarif normal,France,0,0,TR1,Fournitures de bureau,FOU-AR-10002892,11-Oct-14,5,35.7,9687,85.05,04-Oct-14,HP-15760,Montreuil,1
Nord,1,Téléphones,ES-2011-1712442,Alexis Aubin,Angleterre,"Nokia Chargeur, Emballage en vrac",Tarif normal,Royaume-Uni,0,0,TR1,Produits technologiques,PRO-TÉ-10003933,21-Aug-14,7,1424.85,376,4453.05,16-Aug-14,AA-10360,Harrogate,0
Centre,0,Étiquettes,IT-2011-3424830,Simon Gaillard,Basse-Saxe,"Novimex Étiquettes de dossier, Rouge",Tarif normal,Allemagne,0.5,0,TR2,Fournitures de bureau,FOU-ÉT-10001085,04-Apr-14,2,-5.85,8614,8.07,29-Mar-14,SG-20350,Hanovre,1
Centre,1,Meubles,ES-2011-5389664,Odile Pitre,Overijssel,"Advantus Cadre, Multi-emballage",Tarif normal,Pays-Bas,0.2,0,TR1,Mobilier,MOB-ME-10001366,13-Feb-14,3,89.982,4706,266.832,09-Feb-14,OP-18355,Almelo,0
Centre,1,Art,ES-2011-4154402,Christine LaCaille,Rhénanie-Palatinat,"Binney & Smith Stylos, Tailles assorties",Tarif normal,Allemagne,0,0,TR1,Fournitures de bureau,FOU-AR-10001216,26-Jun-14,2,10.86,2891,30.24,22-Jun-14,CL-12805,Ludwigshafen,0
Nord,0,Art,IT-2011-4004093,Simon Gaillard,Angleterre,"Binney & Smith Stylos, Bleu",Tarif normal,Royaume-Uni,0.5,0,TR2,Fournitures de bureau,FOU-AR-10002443,16-Jul-14,4,-3.84,3685,23.88,12-Jul-14,SG-20350,Birmingham,1
Nord,0,Bibliothèques,ES-2011-2083843,Reine Jalbert,Angleterre,"Bush Étagère d'angle, Noir",Tarif normal,Royaume-Uni,0,1,TR1,Mobilier,MOB-BI-10001818,24-Oct-14,3,180.45,4208,376.02,19-Oct-14,RJ-20065,Worcester,0
Centre,0,Art,ES-2011-4993136,Paulette Allain,Aquitaine-Limousin-Poitou-Charentes,"Binney & Smith Marqueurs, Bleu",Tarif normal,France,0,1,TR1,Fournitures de bureau,FOU-AR-10001991,15-Mar-14,3,13.68,1821,72.27,11-Mar-14,PA-18865,Pessac,0
Centre,0,Enveloppes,IT-2011-3675195,Gabriel Giguère,Hollande-Septentrionale,"Ames Enveloppes, Livré par 50",Prioritaire,Pays-Bas,0.5,1,TR2,Fournitures de bureau,FOU-EN-10003792,06-Nov-14,3,-38.745,5081,53.775,03-Nov-14,GG-14680,Amsterdam,0
Sud,0,Photocopieurs,IT-2011-4752666,Prunella Patenaude,Navarra,"Sharp Encre, Livré par deux",J+2,Espagne,0,1,TR1,Produits technologiques,PRO-PH-10000489,20-Jun-14,3,59.67,6383,373.23,18-Jun-14,PP-19330,Pampelune,0
Centre,0,Classeurs,ES-2011-5504927,Thérèse Provencher,Languedoc-Roussillon-Midi-Pyrénées,"Ibico Perforatrice, Économique",Prioritaire,France,0,0,TR1,Fournitures de bureau,FOU-CL-10000211,27-Mar-14,5,76.05,2928,152.25,24-Mar-14,TP-21025,Carcassonne,1
Sud,0,Art,ES-2011-5867473,Armand Paquet,Madrid,"Stanley Taille-crayon, Bleu",Tarif normal,Espagne,0,1,TR1,Fournitures de bureau,FOU-AR-10003797,28-Jun-14,7,55.44,2687,173.46,24-Jun-14,AP-10900,Madrid,0
Sud,0,Fournitures,ES-2011-1590255,Rainette Labossière,Andalousie,"Kleencut Règle, Rectangulaire",Tarif normal,Espagne,0,1,TR1,Fournitures de bureau,FOU-FO-10001063,06-Dec-14,8,20.4,5048,82.08,30-Nov-14,RL-19495,Mijas,0
Centre,1,Art,ES-2011-5244045,Faustine Busson,Rhénanie-du-Nord-Westphalie,"Stanley Stylos, Tailles assorties",J+2,Allemagne,0,0,TR1,Fournitures de bureau,FOU-AR-10003297,11-Apr-14,9,38.07,5251,119.07,07-Apr-14,FB-14215,Essen,0
Sud,0,Art,ES-2011-1259965,Jay Turcotte,Sicile,"Stanley Toile, Métal",Tarif normal,Italie,0,1,TR1,Fournitures de bureau,FOU-AR-10000028,27-Jun-14,3,48.69,5955,152.19,22-Jun-14,JT-15970,Messine,0
Centre,1,Classeurs,ES-2011-2681822,Blanca Lalonde,Bade-Wurtemberg,"Acco Classeur, Clair",Le même jour,Allemagne,0,0,TR1,Fournitures de bureau,FOU-CL-10004434,02-Sep-14,3,14.4,8824,43.83,02-Sep-14,BL-11830,Friedrichshafen,0
Centre,1,Stockage,ES-2011-5045844,Lydia Bordeleau,Normandie,"Smead Casiers, Bleu",Tarif normal,France,0.1,0,TR1,Fournitures de bureau,FOU-ST-10000401,28-Dec-14,13,180.414,7182,2321.514,21-Dec-14,LB-16780,Le Havre,0
Centre,0,Stockage,ES-2011-1539879,Brunella Paimboeuf,Rhénanie-du-Nord-Westphalie,"Tenex Chariot, Taille réelle",Tarif normal,Allemagne,0.1,1,TR1,Fournitures de bureau,FOU-ST-10000230,05-Sep-14,3,-4.068000000,5647,362.232,31-Aug-14,BP-11980,Herne,0
Centre,0,Art,ES-2011-3864297,Charlot Cyr,Saxe,"BIC Surligneurs, Métal",Tarif normal,Allemagne,0.5,1,TR2,Fournitures de bureau,FOU-AR-10002937,05-Aug-14,3,-10.305,1374,30.285,29-Jul-14,CC-12595,Dresde,0
Sud,0,Machines,ES-2011-2417338,Samuel Bonenfant,Madrid,"Epson Téléphone, Blanc",Tarif normal,Espagne,0.1,1,TR1,Produits technologiques,PRO-MA-10004089,03-Jan-15,2,44.424,5556,142.884,28-Dec-14,SB-20470,Madrid,0
Centre,0,Stockage,ES-2011-1520567,Savinien Girard,Brandebourg,"Tenex Chariot, Métal",Tarif normal,Allemagne,0.1,1,TR1,Fournitures de bureau,FOU-ST-10004768,26-Apr-14,3,31.95,2448,359.64,20-Apr-14,SG-20275,Potsdam,0
Centre,0,Papier,ES-2011-1868803,Campanule Quenneville,Rhénanie-du-Nord-Westphalie,"Enermax Fiches mémo, Qualité supérieure",J+2,Allemagne,0,1,TR1,Fournitures de bureau,FOU-PA-10004399,25-Jun-14,2,0.6,4204,31.32,22-Jun-14,CQ-12130,Hagen,0
Nord,0,Photocopieurs,IT-2011-2668777,Étienne Mathieu,Västra Götaland,"Brother Encre, Rouge",Tarif normal,Suède,0.5,1,TR2,Produits technologiques,PRO-PH-10003241,07-Sep-14,2,-128.04,8667,145.5,03-Sep-14,ÉM-13960,Gothembourg,0
Centre,1,Papier,ES-2011-1640672,Liane Labrie,Saxe,"Xerox Cahier, Qualité supérieure",Priorité,Allemagne,0.5,0,TR2,Fournitures de bureau,FOU-PA-10004421,05-Feb-14,1,-7.935,424,13.185,02-Feb-14,LL-16630,Dresde,0
Centre,1,Art,ES-2011-3119147,Maureen Caouette,Bavière,"Sanford Surligneurs, Tailles assorties",Tarif normal,Allemagne,0,0,TR1,Fournitures de bureau,FOU-AR-10003260,28-Dec-14,2,13.62,4522,37.86,26-Dec-14,MC-17605,Ratisbonne,0
Sud,1,Éléments de fixation,ES-2011-4174897,Miranda Asselin,Communauté Valencienne,"Stockwell Épingles, Emballage en vrac",Prioritaire,Espagne,0,0,TR1,Fournitures de bureau,FOU-ÉL-10002460,21-Jan-14,8,33.36,9777,108.24,18-Jan-14,MA-17860,Gandie,0
Centre,0,Étiquettes,IT-2011-5340302,Gabriel Giguère,Hollande-Méridionale,"Harbour Creations Étiquettes légales, Blanc",Tarif normal,Pays-Bas,0.5,1,TR2,Fournitures de bureau,FOU-ÉT-10003811,19-Jan-14,4,-12.3,1183,21.9,13-Jan-14,GG-14680,Dordrecht,0
Centre,0,Art,ES-2011-1416586,Édouard René,Rhénanie-du-Nord-Westphalie,"Binney & Smith Stylos, Emballage en vrac",J+2,Allemagne,0,0,TR1,Fournitures de bureau,FOU-AR-10002809,04-Mar-14,12,0,2235,146.52,01-Mar-14,ÉR-13735,Bochum,1
Nord,0,Machines,ES-2011-2087720,Céline Saindon,Angleterre,"Konica Imprimante de tickets, Rouge",Tarif normal,Royaume-Uni,0,1,TR1,Produits technologiques,PRO-MA-10004691,19-Aug-14,5,184.95,5307,597,12-Aug-14,CS-12415,Sunderland,0
Centre,1,Art,ES-2011-5356008,Fleur Deschamps,Alsace-Champagne-Ardenne-Lorraine,"Stanley Surligneurs, Emballage en vrac",J+2,France,0,0,TR1,Fournitures de bureau,FOU-AR-10003181,25-Sep-14,3,16.11,6683,44.91,23-Sep-14,FD-14485,Verdun,0
Sud,0,Classeurs,IT-2011-4977940,Laurent Robitaille,Porto,"Ibico Classeur, Recyclé",Prioritaire,Portugal,0.5,1,TR2,Fournitures de bureau,FOU-CL-10004792,26-Jul-14,5,-33.3,6699,39.6,24-Jul-14,LR-16480,Vila Nova de Gaia,0
Centre,0,Art,IT-2011-1289488,Corinne Gour,Hollande-Méridionale,"BIC Surligneurs, Emballage en vrac",Le même jour,Pays-Bas,0.5,0,TR2,Fournitures de bureau,FOU-AR-10003254,13-Oct-14,2,-10.38,2858,19.2,13-Oct-14,CG-13030,Rotterdam,1
Nord,0,Stockage,IT-2011-5810579,Georges Course,Västra Götaland,"Fellowes Dossiers, Industriel",Tarif normal,Suède,0.5,1,TR2,Fournitures de bureau,FOU-ST-10002960,21-Jun-14,2,-14.52,1146,26.88,17-Jun-14,GC-15115,Gothembourg,0
Centre,1,Art,ES-2011-1525428,Alexis Aubin,Île-de-France,"Stanley Surligneurs, Tailles assorties",J+2,France,0,0,TR1,Fournitures de bureau,FOU-AR-10004103,17-Apr-14,2,12.12,6207,35.76,15-Apr-14,AA-10360,Montigny-le-Bretonneux,0
Centre,0,Stockage,ES-2011-5504927,Thérèse Provencher,Languedoc-Roussillon-Midi-Pyrénées,"Eldon Chariot, Taille réelle",Prioritaire,France,0.1,0,TR1,Fournitures de bureau,FOU-ST-10004207,27-Mar-14,2,20.436,2926,230.256,24-Mar-14,TP-21025,Carcassonne,1
Sud,0,Électroménager,ES-2011-4450781,Tom Chouinard,Catalogne,"Breville Grille-pain, Argent",Prioritaire,Espagne,0,1,TR1,Fournitures de bureau,FOU-ÉL-10001154,13-Nov-14,6,18.54,8056,464.76,10-Nov-14,TC-20920,Gérone,0
Centre,0,Stockage,IT-2011-1396210,Quincy Huppé,Zurich,"Eldon Chariot, Métal",J+2,Suisse,0,0,TR1,Fournitures de bureau,FOU-ST-10001172,04-Nov-14,2,5.04,5094,253.92,31-Oct-14,QH-19465,Zurich,1
Nord,0,Papier,ES-2011-5608714,Cher Lagacé,Angleterre,"Xerox Fiches mémo, Par paquet de 12",Tarif normal,Royaume-Uni,0,1,TR1,Fournitures de bureau,FOU-PA-10001440,22-Sep-14,5,8.7,4757,88.35,18-Sep-14,CL-12685,Dudley,0
Centre,1,Classeurs,ES-2011-5185093,Alice Blanchard,Provence-Alpes-Côte d'Azur,"Cardinal Machine à relier, Économique",Tarif normal,France,0,0,TR1,Fournitures de bureau,FOU-CL-10003514,09-Apr-14,10,139.2,5706,497.7,05-Apr-14,AB-10495,La Seyne-sur-Mer,0
Centre,0,Photocopieurs,ES-2011-4292823,Donatien Du Trieux,Berlin,"Brother Encre, Couleur",Tarif normal,Allemagne,0.1,1,TR1,Produits technologiques,PRO-PH-10000169,21-Aug-14,5,289.98,6159,669.33,16-Aug-14,DD-13615,Berlin,0
Centre,1,Art,ES-2011-5276461,Dexter Quenneville,Bade-Wurtemberg,"BIC Marqueurs, Métal",Tarif normal,Allemagne,0,0,TR1,Fournitures de bureau,FOU-AR-10000475,10-May-14,2,4.38,8401,55.38,04-May-14,DQ-13420,Ulm,0
Nord,0,Enveloppes,ES-2011-5739780,Arno Hughes,Angleterre,"Cameo Enveloppe interservices, Argent",Tarif normal,Royaume-Uni,0,1,TR1,Fournitures de bureau,FOU-EN-10002613,02-Oct-14,3,14.94,9210,149.49,27-Sep-14,AH-11035,Newcastle-upon-Tyne,0
Sud,0,Éléments de fixation,ES-2011-4028861,Serge Desrosiers,Campanie,"Stockwell Élastiques, Par paquet de 12",J+2,Italie,0,1,TR1,Fournitures de bureau,FOU-ÉL-10001147,08-Nov-14,1,1.59,647,15.96,03-Nov-14,SD-20380,Pouzzoles,0
Nord,0,Accessoires,ES-2011-4993245,Rosemarie Gagnon,Angleterre,"Logitech Carte mémoire, Programmable",Tarif normal,Royaume-Uni,0.1,1,TR1,Produits technologiques,PRO-AC-10000466,12-Sep-14,2,65.004,4731,188.784,08-Sep-14,RG-19960,Londres,0
Centre,0,Classeurs,ES-2011-1831867,Francis Guédry,Hambourg,"Wilson Jones Couverture de classeur, Clair",Prioritaire,Allemagne,0,1,TR1,Fournitures de bureau,FOU-CL-10000514,28-Dec-14,2,5.28,8833,21.3,27-Dec-14,FG-14575,Hambourg,0
Centre,0,Stockage,IT-2011-4692210,Étiamble Despins,Saxe,"Rogers Boîte, Industriel",Tarif normal,Allemagne,0.6,1,TR2,Fournitures de bureau,FOU-ST-10004651,02-Apr-14,4,-58.68,9218,39.12,28-Mar-14,ÉD-13990,Dresde,0
Centre,1,Stockage,ES-2011-3134727,Martin Petrie,Berlin,"Tenex Casiers, Métal",Tarif normal,Allemagne,0.2,0,TR1,Fournitures de bureau,FOU-ST-10000387,22-Dec-14,3,66.978,2046,487.728,15-Dec-14,MP-17440,Berlin,0
Centre,1,Éléments de fixation,ES-2011-5039850,Galatée LaGarde,Anvers,"Advantus Colliers, Tailles assorties",Prioritaire,Belgique,0,0,TR1,Fournitures de bureau,FOU-ÉL-10001706,16-Jun-14,12,25.92,1917,200.88,13-Jun-14,GL-14800,Anvers,0
Centre,0,Papier,ES-2011-2401476,Quincy Dufour,Rhénanie-du-Nord-Westphalie,"Green Bar Papier parchemin, Recyclé",Tarif normal,Allemagne,0,1,TR1,Fournitures de bureau,FOU-PA-10002790,13-Nov-14,10,76.2,329,165.9,07-Nov-14,QD-19450,Halle,0
Sud,1,Classeurs,ES-2011-3947498,Alice Blanchard,Émilie-Romagne,"Wilson Jones Perforatrice, Recyclé",Tarif normal,Italie,0,0,TR1,Fournitures de bureau,FOU-CL-10002834,17-Dec-14,5,42.45,7763,141.75,12-Dec-14,AB-10495,Ravenne,0
Nord,0,Papier,ES-2011-4845310,Fabienne Rancourt,Angleterre,"Green Bar Papier à lettres, Qualité supérieure",Tarif normal,Royaume-Uni,0,1,TR1,Fournitures de bureau,FOU-PA-10002268,11-Jun-14,3,45,4782,145.17,07-Jun-14,FR-14155,Norwich,0
Centre,0,Papier,ES-2011-5507767,Christian Monrency,Provence-Alpes-Côte d'Azur,"Green Bar Cahier, Par paquet de 12",Tarif normal,France,0,0,TR1,Fournitures de bureau,FOU-PA-10001330,06-Dec-14,5,69.45,3689,169.65,29-Nov-14,CM-12790,La Seyne-sur-Mer,1
Centre,0,Classeurs,IT-2011-2600640,Reine Jalbert,Berlin,"Acco Perforatrice, Économique",Tarif normal,Allemagne,0.1,1,TR1,Fournitures de bureau,FOU-CL-10003491,27-Oct-14,1,2.688,7387,27.108,20-Oct-14,RJ-20065,Berlin,0
Nord,0,Éléments de fixation,ES-2011-2371090,Astrid Gour,Angleterre,"Stockwell Épingles, Tailles assorties",Prioritaire,Royaume-Uni,0,0,TR1,Fournitures de bureau,FOU-ÉL-10003491,01-Jan-15,4,11.76,2824,42.36,28-Dec-14,AG-11125,Cheltenham,1
Sud,0,Bibliothèques,ES-2011-2722980,Gaétane Avare,Catalogne,"Ikea Étagère d'angle, Métal",Tarif normal,Espagne,0,0,TR1,Mobilier,MOB-BI-10001559,14-Feb-14,3,14.67,8827,367.56,09-Feb-14,GA-14770,Barcelone,1
Centre,0,Stockage,ES-2011-5496179,Magnolia Caisse,Aquitaine-Limousin-Poitou-Charentes,"Rogers Casiers, Bleu",Tarif normal,France,0.1,1,TR1,Fournitures de bureau,FOU-ST-10002971,01-Aug-14,2,-12.744,6576,380.916,27-Jul-14,MC-17005,Biarritz,0
Centre,0,Papier,ES-2011-2258386,Astrid Parenteau,Rhénanie-du-Nord-Westphalie,"SanDisk Cahier, Par paquet de 12",J+2,Allemagne,0,1,TR1,Fournitures de bureau,FOU-PA-10003703,13-Nov-14,2,28.5,6372,67.92,10-Nov-14,AP-11140,Bochum,0
Nord,1,Bibliothèques,ES-2011-4665208,Aubin Cormier,Angleterre,"Sauder Armoire, Blanc",Prioritaire,Royaume-Uni,0.1,0,TR1,Mobilier,MOB-BI-10000820,13-Dec-14,2,104.88,6926,304.56,10-Dec-14,AC-11185,Londres,0
Centre,1,Éléments de fixation,IT-2011-2743644,Églantine Jolicoeur,Nord-Pas-de-Calais-Picardie,"OIC Trombones, Par paquet de 12",Tarif normal,France,0,0,TR1,Fournitures de bureau,FOU-ÉL-10004575,02-Oct-14,2,6.6,6697,27.72,26-Sep-14,ÉJ-13750,Arras,0
Centre,0,Papier,ES-2011-2413369,David Arcouet,Rhénanie-du-Nord-Westphalie,"SanDisk Cahier, Multicolore",Tarif normal,Allemagne,0,1,TR1,Fournitures de bureau,FOU-PA-10001476,26-Jun-14,1,12.78,3662,31.23,22-Jun-14,DA-13285,Minden,0
Nord,0,Art,ES-2011-2933675,Samuel Bonenfant,Uusimaa,"Sanford Carnet de croquis, Tailles assorties",Tarif normal,Finlande,0,1,TR1,Fournitures de bureau,FOU-AR-10000793,19-Mar-14,4,91.44,824,194.64,12-Mar-14,SB-20470,Helsinki,0
